"Year","imdbRating","budget_raw","worldwide_raw","domestic_raw","big_money","avg_prior_Actors_total","avg_prior_Actors_ratio","avg_prior_Writer_total","avg_prior_Writer_ratio","avg_prior_Director_total","avg_prior_Director_ratio","Comedy","Drama","Romance","Adventure","Family","Horror","Mystery","Action","Crime","Fantasy","Thriller","Sci-Fi","History","Documentary","Music","Animation","Biography","Musical","Sport","Western","War"
2008,5.8,40000000,106548738,46012734,1,94396977.3333333,2.31355742316084,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,4.8,10000000,63308879,63257940,1,12606362.5,3.04206590909091,50425450,9.16826363636364,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,4.9,55000000,163838217,93932896,1,65116703.1428571,1.75615708463329,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.1,200000,345490,126021,-1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,5,15000000,34499204,34308901,1,82915601.9,3.35019022092541,0,1,43057552,2.691097,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.1,20000000,41342180,37442180,1,64907119,3.45319554601753,0,1,28721531.6666667,0.566908471111111,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.8,60000000,118706816,77906816,-1,78514131.8,2.8198125092711,0,1,143049560,1.58943955555556,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,7.9,1900000,5617067,2962242,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2005,7.4,14200000,543306,74205,-1,299964535.428571,15.3546760888595,23001964.5,1.850202015,45557491,3.64459928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.5,3200000,14441158,6529624,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.4,40000000,60862471,15962471,-1,159519285.461538,2.03699603207468,112550685,28.13767125,112550685,28.13767125,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2003,7.4,135000000,212912137,93926386,-1,134133074.428571,1.99485320096781,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.7,15000000,87989926,23089926,1,405155,0.9525775,24215499.5,1.18721559615385,24215499.5,1.18721559615385,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.3,12000000,17292381,17292381,-1,41576986.25,1.24496412202381,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,5.4,35000000,85761789,40687294,1,136450752.5,2.09150582066277,0,1,46432456,0.962424516666667,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.8,1750000,497339,145540,-1,7386133,0.944371921052632,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,6.8,25000000,1190003,1190003,-1,82773557.2,6.28633598454545,0,1,9349437,3.0085746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.4,2000000,8425527,3885134,1,20545920.75,1.48378288392857,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,6.5,51000000,149270999,90570999,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.3,500000,1348750,603951,1,83881671,3.61199221049986,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.9,18000000,130953026,86047227,1,41532153.2,2.32812537874126,0,1,160822438,6.18547838461538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4.9,60000000,50648806,11803254,-1,191604250.764706,2.61218562111494,0,1,49747989.5,0.983788283333333,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3.8,20000000,41975388,41975388,1,41039307.3333333,3.5898026947861,56867164.5,7.74957576818182,63308879,6.3308879,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.3,60000000,516567575,279167575,1,108984641.789474,2.37397218567644,304599899,5.53817998181818,298669262.5,5.09241241948052,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,55000000,304599899,166225040,1,11334101,1.14083106896552,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2.6,30000000,84646831,38233676,1,69300000,4.39736842105263,149535668,7.71994129473684,85703502,4.2851751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,8.6,5000000,39723096,25544867,1,51536848.6,1.94272910316667,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,7.3,85000000,161510853,57010853,-1,447081,0.8096108,0,1,307687518,10.2562506,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7.1,32000000,82339483,48814909,1,69223619,1.66124804969697,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,5.9,7500000,4239767,4239767,-1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6,135000000,163818556,63478838,-1,90856964.4666667,2.02571218214121,0,1,152677059,2.21613796085627,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.3,21500000,92987651,49033882,1,37817523.1428571,5.87739963313325,239407522.333333,2.6405989025641,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.7,20000000,57293371,31841299,1,81397162.4375,2.31786447916312,0,1,28375226.6666667,0.756936456597666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2004,8.1,30000000,232016402,100492203,1,113836426.666667,2.16537219107007,0,1,103969583.666667,2.57816920820513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,6.4,27000000,16566235,4476235,-1,28936647.5714286,0.542964967942676,10464788,2.616197,49287205,0.661062921474359,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2002,7.7,102000000,358824714,132024714,1,61900215.0434783,2.09461571001025,6114237,0.152855925,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,7.5,28000000,64474705,64378093,1,56788652.5,1.05730316022507,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,6,45000000,9110458,7916887,-1,20149403,2.78157912945578,0,1,62647250.5,5.57690833222222,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,4000000,963224,864959,-1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,6.1,45000000,213420951,106807667,1,26323158.2,0.940984366820413,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,4.9,60000000,101382396,48478006,-1,101679151.9,2.58809321627132,206232130,4.03003814166667,24515990,0.645157631578947,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,30000000,35891257,3005605,-1,140174660.8,2.92019306655366,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,5.5,90000000,106000000,60874615,-1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,6.8,150000000,397501348,133501348,1,171162192,3.07139990126888,40862129.5,1.18094935978261,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,7.3,21600000,791154,635733,-1,55969.5,0.758353656716418,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,6.3,65000000,141205169,63803100,1,173975406.111111,3.82818307967791,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.7,4000000,146402,146402,-1,65533760.1290323,2.77328519200725,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,4.7,75000000,5409517,5409517,-1,41535009.5,1.69920771153846,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2001,7.4,1200000,27025600,13876974,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.3,5000000,58003694,34469210,1,48592066.375,1.37023885490057,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2006,6.7,75000000,141267370,73661010,-1,84411278.6101695,2.49813686606529,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,5.4,45000000,155931301,82931301,1,58177878.125,2.12213175910657,0,1,79394666.5,4.29289745833333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.1,4000000,43766463,31273922,1,54650921,1.19803719395833,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.6,175000000,381687380,198351526,1,127756006,3.70814274234704,0,1,652416621.5,9.1450826352381,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,8.1,115000000,559757719,289423425,1,46193001.5,2.00424246369361,0,1,21900000,0.89719298245614,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,8,5000000,10676073,5010163,1,65542396.6363636,1.17759257019928,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,6.7,21000000,6830957,6830957,-1,11440936.75,1.87926539444444,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.6,6000000,267194,267194,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,4.7,10000000,723388,93388,-1,64097761.5,1.34612451437908,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.2,25000000,234981342,33302167,1,80079322.2622951,2.42330966656451,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5.8,50000000,171269535,126293452,1,43580283.1666667,1.35017060330739,0,1,58270391,0.7283798875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,8,15000000,11919578,7219578,-1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,7.7,75000000,130279090,47379090,-1,86867866.8,1.29493688127552,0,1,394778402.666667,3.67692953896019,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2002,6.1,50000000,56643267,31874869,-1,52489323.8333333,1.65500973622753,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2007,6.6,40000000,145021477,50572589,1,65798594.6,2.22606780037037,171282218.666667,3.24992762777778,199043309,3.31738848333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,5.9,35000000,58894863,43894863,-1,111450626.230769,2.52520394045947,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.9,30000,103509,103509,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5.9,20000000,34787111,19219250,-1,80646771.9375,2.19333451044026,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.6,5000000,352242522,241438208,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3.3,3000000,4655,4655,-1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.6,14000000,15549702,15549702,-1,28712057.8,2.24623413647405,195660942,3.49394539285714,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,7000000,35795319,34099640,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,7.6,2500000,9476113,432360,1,21594104.4,1.63357108181818,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.4,27500000,96673002,49200230,1,268908466.866667,4.5497188252409,102276787,3.40922623333333,102251709,3.12442743611111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.8,1700000,4951476,1000915,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,8,30000000,156835191,90135191,1,67454722.3333333,1.83934716697932,100622586,2.45420941463415,77536780,1.25333396230769,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,5.7,32000000,99296462,80197993,1,164545273.7,2.05226852213044,38102564.25,58.7816549444444,46122713,115.3067825,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,5.9,2000000,30703845,25584685,1,9977428.75,1.21387765972222,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.6,25000000,128745578,47279279,1,42129219.625,1.77149787722222,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,6.9,400000,46122713,44540956,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.3,7500000,11843260,10465659,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2004,6.9,100000000,347405002,173005002,1,55629939.5,1.13845485299517,116898028,3.653063375,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.6,21000000,39319801,24850922,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,4.7,40000000,21215882,14018364,-1,47169530.6,2.72123569333333,0,1,33489100,1.68817556875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5.9,9500000,59675307,57176582,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.3,10000000,1562800,1562800,-1,0,1,0,1,89942609.6666667,2.41662318518519,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.7,10000000,33544594,31487293,1,105783193,8.58861066595238,0,1,2811439,3.51429875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,6.3,110000000,574480841,250863268,1,147082296.647059,3.18381788340896,198006880,3.53583714285714,114285863.75,3.29379767072368,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.9,150000000,413054631,177243721,1,172941711.827586,3.0027594932122,202839465,3.33289995714286,206324859.2,3.67954875657895,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,37000000,94081683,48006762,1,175879122.636364,4.31792874526951,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.9,80000000,53508858,19676965,-1,104253071.666667,2.2766771489263,0,1,234599185.5,6.07818914117647,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2007,8.2,25000000,164051250,74273505,1,89557113.6666667,1.24034350933282,76577976.5,2.56259840879121,69835238.75,1.88024202619048,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2001,8,1000000,2684207,1067481,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,6.3,28000000,91665799,43107979,1,143323594.571429,3.53651873713022,0,1,30885781,0.996315516129032,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.3,30000000,25224242,18324242,-1,66149272.75,2.26352824888393,10845127,0.723008466666667,39892476,9.27732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.4,1900000,1445140,1420578,-1,6081491.75,0.702716391666667,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,5.7,15000000,62401343,37882551,1,0,1,110880000,6.43578947368421,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6,5000000,10732909,10572742,1,80847799.4794521,2.48808997652987,388390,0.176540909090909,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.5,27500000,49752391,17510118,-1,119408579.1875,2.16157053102207,115476509,3.29932882857143,15155021,2.75545836363636,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,5.6,250000,191862,191862,-1,4677212,0.825438903225806,0,1,1167524,2.335048,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,7.7,6500000,6173485,6173485,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,6.3,24000000,27732366,25170054,-1,38890650.25,1.26317859333333,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,4.3,84000000,166307945,123307945,-1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,7.8,26000000,75763814,45506619,1,103347646.333333,1.52184798666667,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.8,85000000,450728529,183417150,1,80895049.6,1.73065095923077,0,1,233052621.5,4.74784409666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2007,6.9,85000000,311744465,117144465,1,150270926.045455,2.22984061511607,203429401.25,2.65064731684492,162460721,2.53349392594019,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2004,6.4,110000000,362989076,125531634,1,160690187.071429,2.92111640155715,225364264.5,3.15134428823529,187048522.8,3.36725804332249,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2009,5.3,35000000,95104304,49492060,1,76812292,1.65126778353101,124715863,2.07859771666667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.2,24000000,86325829,75155000,1,73978599,3.50425719285714,0,1,119739110,7.483694375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.9,65000000,26670920,2070920,-1,23023590,3.052359,1562800,0.15628,120000000,3.42857142857143,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,4,10000000,4690802,4365455,-1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.9,250000,234035,49772,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,8,150000,18997174,9445857,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,6.4,29000000,97413527,56330657,1,119325756.727273,2.77240430367199,182772028.5,4.92232225178571,182772028.5,4.92232225178571,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.8,12000000,52223306,31597131,1,114411573.4,1.55775822103128,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,6.3,20000000,13395961,13395961,-1,29432588.5,0.97394895,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2003,7.5,26000000,68613992,58331254,1,27153151.1666667,0.842505530807945,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,6.2,85000000,189901703,85105259,1,93605487.7142857,2.82091061462378,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,5.7,500000,55518641,30500882,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2002,6.2,18000000,43308707,41059716,1,36234177.2,2.19381237153846,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6,26000000,16521410,16521410,-1,118084061.25,2.64252281405775,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.4,500000,1971479,1127331,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.2,70000000,13596911,13596911,-1,20371804.4,1.12199808444444,0,1,149270999,2.92688233333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,6.5,50000000,55489826,41083108,-1,90191656,2.74797628398496,0,1,63781100,1.51859761904762,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2008,6.3,50000000,1250617,166003,-1,94700860.5454545,3.33710871704494,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,6.8,80000000,336002981,155019340,1,80398723.7288136,2.47637289487407,158926474,1.986580925,40383942,1.1730657,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,7.1,10000000,1011054,1011054,-1,25610781.6666667,1.53473389225146,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2000,6.8,1000000,1425707,779137,-1,27229078.3,2.38958425191608,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.8,48000000,196308367,95308367,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2007,6.4,450000,194183034,107918810,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.4,13000000,4857374,4857374,-1,0,1,0,1,70736078.5,2.56420580468444,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.3,5000000,894030,742898,-1,73184656.5,1.91166121428571,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2008,6.6,20000000,4453327,4452423,-1,1059941.75,0.891325566666667,4239767,0.565302266666667,4239767,0.565302266666667,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,5.2,26000000,185904750,146336178,1,113410708.75,3.25293339318182,0,1,80484302.6666667,3.13613860068226,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.2,60000000,89350576,53789313,-1,96124347.8181818,1.9020131438023,182469475.5,1.83537263897059,77628265,0.675028391304348,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,5.9,151500000,449239855,198539855,1,17526239.6,0.979671181746032,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.5,63700000,133603463,2223293,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2007,8,7300000,22742498,4443403,1,9582342.4,1.22855572317268,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2002,7.1,11000000,97837138,46566212,1,79769129,1.75638822417616,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,7.1,300000,3590570,2528664,1,18505393.8,1.66609184866667,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.1,300000000,960996492,309420425,1,346119794.05,3.08469799762809,705471431.75,3.79972696950877,522256662.75,4.64891389641667,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,7.3,225000000,1060615812,423315812,1,209604814.857143,2.62677789140521,350327051.5,2.88560588568421,342803613,4.62726917744444,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,8.1,125000000,634954103,305411224,1,33632327.8333333,1.90250871957672,0,1,196728368,4.40108735416667,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,7.1,23000000,53182088,39235088,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2009,6.1,60000000,108996113,42194060,-1,97621526.8125,3.69890245938429,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,5.7,100000000,362211740,180011740,1,78265632.8333333,1.71037011891026,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,7,6000000,10557291,8596914,-1,2956043.2,1.25689848888889,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,6.7,1500000,31916,3865,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,6.3,20000000,52858433,18098433,1,85971524,4.15996862,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2002,7,4000000,563711,563711,-1,20922118.25,1.35385671666667,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,5.6,160000000,181674817,60674817,-1,76747969.5,1.78677024127726,85911226,2.45460645714286,406436349.5,2.98350185833333,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.4,25000000,14805812,10103647,-1,32615410.6666667,1.47474117142857,0,1,27732366,1.15551525,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.8,20000000,81461343,47852604,1,79361983.25,3.84206227021711,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,6.7,30000000,43440721,15740721,-1,110724691.85,2.35761173937423,33945260.5,2.43799951960784,64474705,2.30266803571429,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2004,7,7000,565846,424760,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2008,3.8,18000000,57109687,43869350,1,89460084.25,2.28720985029762,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,6.8,20000000,8284331,7535331,-1,121985749.076923,1.79876592808478,0,1,62097495,1.08942973684211,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
