"Year","imdbRating","budget_raw","worldwide_raw","domestic_raw","big_money","avg_prior_Actors_total","avg_prior_Actors_ratio","avg_prior_Writer_total","avg_prior_Writer_ratio","avg_prior_Director_total","avg_prior_Director_ratio","Comedy","Drama","Romance","Biography","History","Adventure","Horror","Mystery","Action","Crime","Fantasy","Thriller","Sci-Fi","Sport","Documentary","Music","Animation","Family","Musical","War","Western"
2003,5.2,1.8e+07,62192232,30272254,1,60731018.75,2.2312443597561,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,5.6,1.5e+07,8224998,8117637,-1,60103797.6,3.418879315,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,5.5,6.3e+07,184924333,108085305,1,216587998.9,3.05694144728826,543495033,7.87673960869565,188935512.5,3.99850354772727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2011,6.9,3.5e+07,214538559,117538559,1,99510919.4623656,2.83419599045733,0,1,81831655,1.04238171551724,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,6.6,7.5e+07,77636443,34636443,-1,34000726.8333333,0.908457405103785,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,5.8,4800000,82241110,47326473,1,20122879,1.66467631818182,30351664,20.2344426666667,30351664,20.2344426666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.4,7500000,33606409,17544812,1,41679149.5,2.04229264047619,54260187.6666667,12.7716488883648,54260187.6666667,12.7716488883648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.9,1.6e+07,81742618,23618786,1,56523357,2.85925820222222,36950853,4.35996447169811,40260087,3.50670820754717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.7,2.5e+07,14334401,13938332,-1,175755,0.925755,50274834,2.5137417,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.5,3.6e+07,63209958,50269859,-1,120818419.727273,2.24896760789918,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,5.3,7.5e+07,118230763,73034460,-1,63538642.1818182,4.89300337801597,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,8.2,17500000,36521223,23519128,1,37081905.4,1.10218915179825,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.1,8.5e+07,359222014,148313048,1,144560597.590909,2.4405766055805,147624649,1.73676057647059,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2004,7.6,1.2e+07,92863945,11050094,1,86856458,1.71507175555556,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.6,16500000,16157923,13005485,-1,109904042.545455,2.67965010648767,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.3,3.5e+07,70064800,32064800,1,22164338.25,1.60784061105263,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,6.3,5e+07,177079973,105807520,1,28647416.4285714,1.54300403203463,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,8.2,1.65e+08,494870991,217581231,1,118069076,3.01583067276969,163126676,3.62503724444444,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,7.6,1.8e+08,185033215,73864507,-1,70796514.4545455,2.30963286315955,249422965,2.09465145373377,248094735.5,2.71311898114489,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,5.7,1.37e+08,245229234,132177234,-1,110847017.9,2.96764187287835,821565375,5.91054226618705,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2001,7.6,2.2e+07,40270895,40270895,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4.7,2.4e+07,24474463,9659074,-1,112974467,2.67143519551279,138846796.666667,3.92231355654762,126136926.4,1.65842081151332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.8,2.2e+07,20034713,12784713,-1,1963401.5,0.63813475,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.3,1.8e+07,16382538,14800725,-1,27422564.8,1.39851135466667,32305656.5,0.466762275,628468541.666667,5.79320160266667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.1,4e+07,91729503,71440011,1,61704168.8,2.90878166836364,173044410,4.120105,173044410,4.120105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.3,1750000,1278471,93051,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2002,5.4,7e+07,60279822,33561137,-1,100424189.571429,2.36762420734694,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.5,1.4e+07,13205411,12559771,-1,106311429.516129,2.6079950139765,54728008,1.73000766344697,38283765,1.08760696022727,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.1,1.05e+08,348601023,144801023,1,122655713.666667,1.79501518415007,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2002,7.6,6.5e+07,386116343,176387405,1,2522934.75,1.59097825,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,6.7,9.5e+07,879765137,161321843,1,0,1,0,1,443484347.5,5.42760386111111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,7.1,9e+07,886968695,196573705,1,0,1,0,1,324678909.25,4.72274800185897,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2006,6.9,7.5e+07,651899282,195330621,1,187579148.5,2.97929345428556,19469757,0.587802817142857,323408177.5,4.59950079038462,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2003,7.3,2.8e+07,82183683,52131264,1,107299455.666667,2.28756891310297,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,5.7,3.5e+07,176269721,134506920,1,187439041.0625,4.63459205874914,135645640.666667,3.33437338677249,126067289.666667,2.73814551510673,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,6.2,1.5e+07,12669914,12669914,-1,31023145.6,1.26663192922306,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2002,7,9e+06,4777465,4777465,-1,69403105.8333333,1.39362996968326,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.1,3e+07,31013349,19528602,-1,56620081,2.19586918798788,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2004,7.3,1e+07,290875,228524,-1,27557101,1.26433892952381,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.6,5.5e+07,16123323,16123323,-1,288701942.384615,3.66872670923473,0,1,336002981,4.2000372625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,6.1,7.5e+07,211562435,83504017,1,21872053.8888889,1.87850978564313,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2001,6.2,4e+07,6114237,6114237,-1,0,1,0,1,104488383,2.08976766,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2008,8,1.5e+07,34533783,7800825,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,6.5,2.6e+07,63489752,45489752,1,85176284,4.12287243877111,0,1,100560957.5,3.59267944259259,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.5,1700000,43430604,35930604,1,8701157.5,0.903237185714286,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,5.3,1.2e+07,23693646,4717455,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,7.2,2.3e+07,24489150,6777741,-1,46983205.1666667,2.13335660653971,144787492.666667,11.8136076570153,101173038,13.8534714521896,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,6.6,3.5e+07,170064664,37553932,1,52659745.3333333,2.81782001906208,140408294,2.19761959571429,62142629,1.4795864047619,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2010,8.8,1.6e+08,832584416,292576195,1,138241537.2,5.32091885243449,0,1,399427159.25,3.26928683424696,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.7,1400000,56073,36830,-1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.3,1.85e+08,786558145,317023851,1,115670530.4375,2.16367018401373,196308367,4.08975764583333,328653574.5,3.19196078755348,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.1,1.3e+07,2613717,1151330,-1,67984130.1333333,3.26164514789513,0,1,97496168.7777778,1.79585715413264,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,8.3,7e+07,316971720,120831050,1,140370761.583333,2.51070621485786,50187789,0.94693941509434,67554763.5,7.95193101892033,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,6.8,2e+06,691880,691880,-1,0,1,894030,0.178806,894030,0.178806,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,8.3,2e+06,7799257,4311834,1,161599443.272727,2.19596795604589,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2006,7.7,5e+07,184634237,88634237,1,116720276.125,2.26340428400353,0,1,25344490,5.63210888888889,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2010,6.8,1500000,99870886,54009150,1,48124985.6428571,2.15121345994679,139966084.333333,44.2954403111111,60002088,43.3795061916667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,7.2,4.6e+07,113622499,67263182,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2002,6.7,750000,47329,47329,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.8,5e+07,41982227,18782227,-1,128704208.5,2.76008021776724,46176322,1.15440805,51618420,1.720614,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2007,8.2,2e+07,56395211,18354356,1,34402018.8333333,1.14144673658969,0,1,29406132,0.6534696,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.3,6e+07,121327628,35327628,1,173235794.538462,3.57824751553194,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,7.4,4.9e+07,124491364,37491364,1,177747126.473684,2.77932521967928,0,1,133436890.428571,4.71336065905843,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.1,5500000,15155021,5580479,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.9,1.86e+08,582443126,318604126,1,46117773.0555556,1.14629801930085,0,1,113800336,4.0183030625,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,7.1,1.7e+08,623561331,312433331,1,107446267.176471,3.23678146497332,188163455,2.09070505555556,202510949.5,3.04200519522849,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2013,7.4,2e+08,1212692272,408992272,1,151462591.5,2.45805952688425,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2004,7.4,2e+06,1620620,120620,-1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,6.6,8.5e+07,224614744,112735375,1,90699183.7974683,2.46436499084657,235937783,2.87378466838235,235937783,2.87378466838235,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7.2,8e+06,6628326,6363628,-1,94129373.8987342,2.52677859169268,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7,6e+07,217370736,80070736,1,264082731.625,2.94861245267885,203902107,2.26557896666667,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2013,6.3,1.95e+08,197387603,65187603,-1,153906835.142857,2.96119861070349,756244673,4.58330104848485,297388053.5,1.9751903454023,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,7.1,2e+07,171685793,117229692,1,92596429.275,3.0136256870524,0,1,79282312,15.8564624,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013,6.7,1.5e+07,160903019,102003019,1,58467974.8571429,4.339980885464,0,1,125484052.5,12.220376025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.6,5e+06,79282312,64282312,1,87898336.125,1.56256858071804,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2005,7.1,7.2e+07,96947540,62647540,-1,102295366.142857,1.81986636276082,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,4.3,1.4e+07,16951798,13121555,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2001,6.9,2.2e+07,33762400,30059386,-1,112309963.75,1.49131989273927,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6,1e+07,58939035,37904175,1,170441.2,0.9704412,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.5,2.5e+07,35623801,35623801,-1,14734758.75,2.223475875,58939035,5.8939035,58939035,5.8939035,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,5.1,1.6e+07,32832166,16204793,1,306040389,2.20670145590981,231450102,33.0643002857143,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.2,3.5e+07,37066129,25266129,-1,0,1,33762400,1.53465454545455,33762400,1.53465454545455,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6,2.5e+07,102992536,80936232,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2006,6.4,10800000,2862544,399879,-1,30017466,3.10608757575758,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,5.9,1.8e+07,26131410,16131410,-1,87319706.5283019,11.6431487369343,0,1,17589867,0.837612714285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.8,1.6e+07,30987695,27087695,-1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.4,3.8e+07,24515990,22770864,-1,16438557,1.160963925,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6.6,2.75e+08,282778100,73058679,-1,176475121.9,2.05205719615377,906465556,9.64325059574468,906465556,9.64325059574468,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2002,7,3.6e+07,102226631,71026631,1,26126340.5,1.33058534444444,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2003,6,4.5e+07,163126676,28013509,1,0,1,287961426,2.36123069953052,17865209,0.595506966666667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,6.3,4.5e+07,164539660,8305970,1,93567865.8333333,2.86047696779956,0,1,15412354.5,1.26376996315789,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,4.1,1.2e+07,31462753,31203964,1,54447350.8333333,2.69743164074074,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4.6,4.7e+07,11022696,10547117,-1,227431696.2,3.07912564845942,39493803,2.180831955,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.6,1.4e+07,25608779,25571351,-1,14793957.7142857,3.09824646428571,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,5.3,2.2e+07,14252830,14252830,-1,4466302.25,0.898876741666667,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,5.8,7.9e+07,325860290,103860290,1,112125722.65,10.3157243117862,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.5,1300000,635305,635305,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5.8,4.5e+07,240904370,101704370,1,56520402.0666667,18.4644650615446,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2001,6.6,2.3e+07,21973182,21973182,-1,52288884.6666667,1.75941162107022,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,5.6,27500000,31157914,30932113,-1,39631948.625,2.40579681312582,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,6,82500000,223113205,81168265,1,31159667.9,1.30639885176516,132397389,2.03688290769231,213300000,3.555,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2011,5.5,7e+06,38158601,37295394,1,36110277.6666667,1.88902064448475,38351350,1.534054,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.1,1e+06,3557954,2678010,1,95523428.25,1.80747641053763,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.6,7e+06,231450102,143495265,1,98390289.3333333,3.9912899875364,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.9,9.3e+07,365900000,181166115,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2005,6.8,5.8e+07,100687083,48318130,-1,87012924.75,3.02745950425439,160648493,3.49235854347826,145887732,6.73032324786325,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,5.4,1.9e+07,56127162,56127162,1,50636039.4,3.11653167851946,0,1,52375275,3.491685,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,5.3,2.8e+07,38159905,17326650,-1,54149053,3.11142834928775,0,1,177079973,3.54159946,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,4.4,15600000,13771817,13571817,-1,9157077.8,1.6128821032967,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.6,9e+07,65716126,35168966,-1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,7.4,4.8e+07,50315140,50315140,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,6,10750000,32575443,3275443,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.3,6e+07,90723216,66723216,-1,29905281.8333333,2.26147954098679,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,7.8,2.8e+07,97527535,48071303,1,25550499.6,1.13160370190476,135556675,1.93652392857143,73703444.5,1.87981688736264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,6.8,2.8e+07,63297114,28795985,1,45470108.2,2.54786396529465,0,1,39319801,1.87237147619048,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,6.3,8e+05,462206,29063,-1,12106412.6,0.844705611428571,4906,0.663533333333333,9812,0.327066666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2011,6.5,7e+07,57777106,25124986,-1,120947448.233333,2.39885542420377,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2010,5.3,7.5e+07,95572749,47059963,-1,83437770.372093,13.6567290056963,0,1,135560641.6,4.39235957213868,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,6.2,1.5e+07,37238774,14945541,1,148251145.055556,3.0233561040831,15313631,0.510454366666667,15313631,0.510454366666667,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2004,6.3,9e+07,203877963,51877963,1,44945418,1.3490903,0,1,95068910,1.73205374222222,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.3,2.07e+08,550517357,218080025,1,125026538.833333,2.67845258121915,0,1,985225113,10.0481601480578,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.6,7e+06,23393939,23247539,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,7.2,1.1e+08,218853353,47398413,-1,28497406.2,1.55342676288961,0,1,254895682.5,2.85254996944949,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.1,1.1e+07,13000959,10214647,-1,733179.75,0.872196625,307687518,10.2562506,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.7,1500000,8831884,7025722,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.7,1e+07,17657973,17657973,-1,106108721,3.88880136776749,374403478.5,2.580019325,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,6.3,1.17e+08,262142047,76423035,1,308216799.652174,3.51874283693128,0,1,113687667.666667,3.63018337708675,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.1,27500000,219154490,148761765,1,25834971.5,1.53339886,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.2,5e+07,187858642,79957634,1,78595014.7272727,1.64380656334868,0,1,348601023,3.32000974285714,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.3,1e+07,32430721,1430721,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.8,2e+07,101004669,17104669,1,10694008,1.8194008,21388016,2.6388016,42776032,4.2776032,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2008,7.6,1.3e+08,631910531,215434591,1,164733741.277778,2.17360330647623,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011,7.4,1.5e+08,664837547,165249063,1,222471841.352941,2.61965396548661,506292319,5.84393306043956,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2001,7.2,7e+05,1140965,1140965,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,6.5,6e+07,102332848,74541707,-1,113768386.25,1.88817777900089,54207112,1.02277569811321,19344615,1.289641,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2006,5.7,7.5e+07,72785169,42285169,-1,93972487.75,2.25373749931691,332953662,4.68429427236361,332953662,4.68429427236361,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2006,8.3,6e+06,26007,25317,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,6.2,2e+07,44663506,39263506,1,85726517.3478261,2.54611085995756,0,1,14805812,0.59223248,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2009,5.3,1e+08,69548641,49438370,-1,83676314.7142857,2.16272903352514,0,1,104229037,1.17077741833333,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,5.7,9.4e+07,274644183,131144183,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011,6,3e+07,61449135,35608245,1,305708428.9,2.63309896634286,176121261,35.7242522,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,3.1,1.7e+07,15680099,15680099,-1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.4,12500000,10553442,5956480,-1,32091041,0.817955627919255,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.3,4.5e+07,43343247,38399961,-1,78791356.8571429,2.8201827494898,0,1,98673351,2.60638783636364,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,1.2e+07,2326407,2326407,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.3,850000,833118,833118,-1,84735723.0357143,2.50700727444092,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.4,5.3e+07,131159781,73357727,1,111616242.947368,2.08514165568246,5345869,0.26729345,105001529,1.80674594962963,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2004,5.9,3.2e+07,29948322,17848322,-1,166531194.833333,2.83248326892104,0,1,90495942.5,2.11027210555556,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.4,6500000,11850214,2339957,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2011,7.2,5500000,13480196,611709,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.1,5.8e+07,41273938,31373938,-1,17546772,1.25133634285714,0,1,33013805,1.13840706896552,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
