"Year","imdbRating","budget_raw","worldwide_raw","domestic_raw","big_money","avg_prior_Actors_total","avg_prior_Actors_ratio","avg_prior_Writer_total","avg_prior_Writer_ratio","avg_prior_Director_total","avg_prior_Director_ratio","Comedy","Drama","Romance","Biography","History","Adventure","Horror","Mystery","Action","Crime","Fantasy","Thriller","Sci-Fi","Sport","Documentary","Music","Animation","Family","Musical","War","Western"
2008,5.1,6e+07,163403799,64506874,1,166684896.266667,2.77115398613705,246230831,3.44635248824241,246230831,3.44635248824241,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2002,6.6,7e+06,196067,196067,-1,116787705.75,1.9489357453252,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6.7,4.3e+07,230781587,159581587,1,115353923.5625,6.07716969884742,0,1,155616983.5,4.88961871230769,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,8.1,2.5e+07,213120004,169705587,1,72958542.1,2.6815887919161,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.4,1.7e+07,70355813,41778863,1,5994600.5,1.29496368181818,60505832.5,3.42052139333333,6435262,2.25798666666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,6.8,3700000,13425589,2730296,1,335133636.6,3.58363395876923,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.7,4.5e+07,104019112,51019112,1,7078818,1.63485225,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,6.7,2.5e+07,7164995,7164995,-1,0,1,0,1,21470700,0.657580892857143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,8.1,2.5e+08,1014703568,303003568,1,218278135.5,2.60297708093075,398643054,2.10596573550301,691934083.5,6.07706294178039,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,8.1,2.5e+08,950466855,258366855,1,580503935.6,3.5059073735446,552658182.5,2.59417786962726,738044009.857143,5.78874170324034,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,6.9,8.5e+07,205190324,63280000,1,185943945.76,2.81740134092334,266685242,3.333565525,266685242,3.333565525,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,2.7e+07,13174426,12834849,-1,73300229.3,2.45034941501709,43206463.5,1.41471482307692,62432423,2.08108076666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,5.9,5e+07,58188384,26623701,-1,0,1,150293750.666667,3.08474319714286,116103646.5,3.16928840238095,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,7.6,2.5e+07,97030468,41675994,1,126500085.625,3.0551315344201,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5.5,2.5e+07,70237389,48237389,1,46743754.3333333,1.68393475939153,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.3,8e+07,684510692,408010692,1,102977594.875,5.15189770535657,0,1,148336445,1.72484238372093,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,7.8,1.3e+08,857668047,424668047,1,146338582.571429,7.00095728605442,384519665,27.4656903571429,230884728,3.07846304,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,6,5.5e+07,45016494,34234008,-1,20407359.5,1.75135294166667,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2008,7.6,1.5e+07,49894223,17017811,1,76502291,1.78273773471008,0,1,65716126,0.730179177777778,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2012,6.9,1e+07,1930401,1930401,-1,97588668.9444444,2.0886561609089,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,7.2,2.3e+07,77735925,40962534,1,101653750.551724,3.54391891292567,0,1,37143871.5,0.925013344827586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.6,16500000,83792062,39868642,1,76903793.1111111,3.16537931218517,47329,0.0631053333333333,47329,0.0631053333333333,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.9,3e+07,64352607,7689607,1,131391520.666667,1.99613198319789,0,1,105299638,1.316245475,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.9,1.5e+07,8378141,8378141,-1,84355697,1.98592543132482,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.6,4e+07,169590606,19019882,1,150690248.95,2.02008270897739,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5.9,3.2e+07,24255957,22537881,-1,112518817.831683,2.69792482192789,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.9,137500000,263417913,134806913,-1,96342576.5714286,2.83234435138524,171941783.333333,1.03177349072039,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2004,8,9.2e+07,632107545,261441092,1,62202834.3846154,1.52646292840623,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2009,6.5,5e+07,53850527,25450527,-1,170067723.642857,2.3874053769857,0,1,69230418.5,1.23551487912088,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,6.4,5.8e+07,93672764,44672764,-1,127939907.16129,4.34147384364482,172450423,2.87417371666667,236273158.625,3.32322036422548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.4,9e+07,163954076,72708161,-1,65944511.7692308,2.63451542179102,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,5.9,8e+07,40147042,15074191,-1,131594599.882353,2.42103450848436,0,1,111431642,4.7601577162963,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2009,6.4,18500000,32679264,18451251,-1,113029079.571429,7.13579764267444,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6.4,1.4e+07,115592104,29959436,1,93204920.6923077,2.54530694142804,10781688,1.65872123076923,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.9,1.2e+08,163018913,35818913,-1,112368531.090909,4.48703064446007,11427090,0.1904515,361090362.5,2.53241236240163,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2003,7,6e+07,176262839,106126012,1,98237895.8,1.53407419389903,0,1,43797731,1.21660363888889,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2005,7.1,28500000,15452978,6301131,-1,196244890.333333,2.97837555319306,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,5.4,1e+06,703,703,-1,69220634,2.17334432780045,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.3,2e+07,135703599,47901582,1,144186678.75,1.92922705652174,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2010,7.1,4e+06,36275469,20811365,1,127349073.05,2.01124336307309,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.2,1.3e+07,3617277,217277,-1,94242841.4705882,2.52969232761768,0,1,7927401.33333333,0.715055339181287,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2010,8.1,1.5e+07,430821166,138797449,1,156587280.4375,2.4408327377569,0,1,4199874,0.6562303125,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.1,72500000,86509602,47467250,-1,118128231.692308,1.81196139469199,0,1,71391331.5,1.50799455686275,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2007,7.6,2e+07,74180745,15800078,1,11608066,1.08165902857143,25344490,5.63210888888889,68012587,5.68363324555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.2,3.5e+07,77392139,39692139,1,36309562.5,1.6577390625,0,1,121327628,2.02212713333333,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2006,6.8,4e+07,114830111,52330111,1,99031498.3793103,2.85568591909874,8284331,0.41421655,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,4.4,1.5e+08,319713881,131772187,1,96129916.25,7.61642258928571,225524073,3.2656135286818,225524073,3.2656135286818,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2001,6.9,6e+07,20541668,18208078,-1,40843729.9,1.49473100596237,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2010,5.6,1800000,70165900,41034350,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,3.9,4e+06,18541236,15179303,1,17541475,10.4952638888889,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,7.8,6e+06,49155372,17606684,1,91767812.5,4.70510691655497,0,1,15396525,7.6982625,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.4,6.7e+07,25332060,5932060,-1,48579622.2,2.02658151983838,8130727,0.625440538461538,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2003,7.7,1.4e+08,456810575,111110575,1,112310263.8,1.88279674201681,80767884,1.3461314,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,6,2200000,388390,388390,-1,37696195.826087,22.5675597191956,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5.6,2e+07,92678948,62950384,1,77858831.625,2.77039159991071,46060915,4.18735590909091,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6.4,3e+07,48050299,12050299,-1,107501150.5,3.69566843715464,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2009,7,1.8e+07,15696146,6617867,-1,129938497.409091,3.09944165067924,0,1,16193713,1.29549704,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.8,7.8e+07,179265204,66465204,1,6756400,6.38033333333333,68712365,1.96321042857143,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2005,5.9,8e+07,141475336,45575336,-1,0,1,0,1,11427090,0.1904515,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2004,6.4,2.2e+07,9448623,4835065,-1,156596902.6,2.62453005255025,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.3,5e+07,34806726,24006726,-1,66019606.3333333,3.59280853609082,35715438,1.77555135714286,71430876,2.55110271428571,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.5,5e+07,28920188,19694635,-1,17975197.2,1.3001999465368,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2011,7.3,4e+07,87145086,58009200,1,73523888.7826087,2.91845629659553,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2003,5.2,1.5e+07,55534455,42734455,1,14560114.5,1.33240458,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,6.6,2.75e+08,259989910,89289910,-1,284520871,4.32492518623207,63842957,2.48808691111111,549254619.5,3.93625493761111,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2005,6.3,8.2e+07,190320568,158119460,1,100451095.428571,2.04761780786335,0,1,195992719,3.0558026697619,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2008,5,2.3e+07,11742143,11511323,-1,43711209,2.92880730634921,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,8.9,1.09e+08,887217688,315544750,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2003,8.9,9.4e+07,1141408667,377845905,1,540296872,5.62828937341402,907133336,9.00091752527816,907133336,9.00091752527816,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2002,8.8,9.4e+07,927048984,342548984,1,221804422,2.78490295412844,887217688,8.13961181651376,887217688,8.13961181651376,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,6.4,2.5e+07,26714018,23591432,-1,305506224.333333,3.11530017762048,0,1,75525718,5.39469414285714,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2005,6.7,9600000,3650302,2484186,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.1,1e+05,110536,110536,-1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,6.7,9.5e+07,94894448,44114232,-1,134251966.130435,2.41617137692425,550517357,2.65950414009662,811342010.6,7.09269774487331,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,7.8,5e+06,8782570,1082044,-1,28881198.8333333,1.11672723391813,107071655,11.8968505555556,1619602,1.07973466666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,6.9,7.2e+07,37306334,27796042,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.5,2e+07,10393696,8330720,-1,113985767.214286,2.2775019126432,0,1,13264986,0.3789996,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,5.4,1.5e+07,21985095,15634090,-1,103295396.541667,2.25457473904429,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.6,8e+07,96148711,65948711,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,7.1,37500000,25116740,16247159,-1,102795830.1,2.39080912265827,50899871,2.03599484,50899871,2.03599484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,3.3,1.6e+07,40363530,40363530,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,6.9,1e+07,17300838,12589255,-1,83369929.1666667,1.27502861804783,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,7.2,1.27e+08,738576929,281553689,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2003,6.7,1.1e+08,424259759,139259759,1,0,1,738576929,5.81556637007874,738576929,5.81556637007874,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2011,6.5,42500000,76347393,29121498,-1,77760666.4285714,1.97816479222653,65595141,1.4576698,170794327.5,3.69235571382979,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2009,6.3,2.4e+07,67348218,32428195,1,137513839.574468,3.11050915544356,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,7.1,3e+07,18765585,3765585,-1,58272335.2,1.39140489345269,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.2,6500000,1409660,1109660,-1,59834749.1538462,2.16222806442709,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,5.4,1.6e+07,53774833,35374833,1,44749834.8333333,1.44863335134259,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,6.1,4e+07,145238250,66808615,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,6.5,6.5e+07,38253433,26900336,-1,24199379.4285714,1.93294449023828,0,1,317668058,4.07266741025641,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2007,7.2,1.3e+07,54777490,25593755,1,49716904.2,1.51357413664253,0,1,37306334,0.518143527777778,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2013,6,6e+07,75965567,31165421,-1,44568551.25,1.41239236196755,0,1,58240458,2.32961832,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.5,4.2e+07,54639865,35228696,-1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.3,9.8e+07,435040395,202007640,1,25595202.5,0.803241408627451,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2008,5.2,1.75e+08,405760225,102491776,1,118576631.866667,2.20011888529197,88316835,1.7663367,183376352,3.26847395568632,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011,7.2,4.5e+07,160971922,88625922,1,193839899.785714,4.258369852955,102815153.6,2.71967626733333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2006,7.6,8500000,20180109,13610521,1,64778968.6666667,1.67905373715278,0,1,23074725.5,11.676402557971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.7,3.5e+07,46432264,37629831,-1,9973119,3.06933,66892572,2.59069017922078,9505996,4.752998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,6.7,3e+07,26184400,12712093,-1,73174472.5666667,17.5847885912463,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7.4,3e+07,67255916,21148651,1,122606769.538462,1.52439245995118,210108741.2,7.81562857507875,75611742,9.5905628521844,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,5.9,4e+06,10547755,7836393,1,31490284.2,1.50094291133333,0,1,1290920,0.215153333333333,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2004,8,3e+07,102276787,81001787,1,46512255,1.26680283333333,0,1,102226631,2.83962863888889,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.4,3.2e+07,77593167,35193167,1,118761159.333333,2.89528347258452,0,1,88500336,4.10876625026738,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,4.4,9e+07,20466016,195459,-1,47628450.1666667,1.41796840861111,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2001,5.9,4.9e+07,43905746,43905746,-1,49423015.5,2.16208615714286,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2008,6.7,4e+07,77714957,26814957,-1,96887531.9333333,3.49076592301098,89020622.5,8.39247676666667,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.6,1e+08,170936470,119219978,-1,125304879.892857,2.46603960592921,107280597.333333,2.16733816716895,126920648,2.59432368691254,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2001,6.5,7e+06,4720371,4720371,-1,41333693.5,2.12778978333333,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.6,1.7e+07,209947037,96522687,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.2,1e+07,19510009,4803,-1,136236365.222222,2.41838136407658,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2005,5.5,5.6e+07,198006880,113006880,1,97826544.1428571,2.38550783416577,0,1,101821615.333333,5.26809591969697,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.5,19400000,15118795,8060487,-1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.1,2.5e+07,622420667,370782930,1,18665126.4,1.05921706065163,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.8,1e+06,48764,48764,-1,3399227.75,0.798560396428571,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2005,5.4,1e+07,19535005,16535005,-1,28379257.4285714,1.95816647679198,0,1,70067909,3.68778468421053,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,8.1,1.3e+07,33384127,17742948,1,62461707.5714286,1.74295108739035,31670620,0.7917655,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.4,5.5e+07,158225796,51225796,1,137586829,1.30074326681159,0,1,53637606,4.72473304812834,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2002,8.5,3.5e+07,1.2e+08,32519322,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,5.5,8e+07,158926474,82226474,-1,82906147.8367347,2.49223180548532,0,1,99405660.3333333,3.72953658596491,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,6.7,5.5e+07,124080105,31051126,1,164072219.1,2.92213271768974,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,7.4,1.5e+07,47011449,21403519,1,73448832.5625,2.93151058649074,16566240,16.56624,16566240,16.56624,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,6.8,4.5e+07,29406132,19719930,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,6.6,1.7e+08,319049659,194949659,-1,59213219.6,1.62537135161905,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2006,8.5,4e+07,107896006,53089891,1,139796541.8125,1.60447933769007,0,1,243460636.5,2.47935640971015,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,7.2,1.05e+08,270997378,104400899,1,15790656,1.184949705,0,1,91800000,0.918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2001,6.1,3e+07,165334774,108244774,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,5.6,4.5e+07,122071435,95149435,1,208663786,4.60690329387755,165334774,5.51115913333333,104337538,3.18898258666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,6.7,4e+07,314709717,163958031,1,133844867.461538,5.15521398871747,0,1,110989157,9.24909641666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.5,2e+07,5313608,1903434,-1,68661045.75,1.48043665691489,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2005,6.6,15000,194523,194523,1,25956103.65,25.0997566723691,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.4,3.3e+07,54533774,33664370,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,5.5,3e+06,91100541,64473115,1,87115353.75,6.13621806621732,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2006,7.9,5.5e+07,307325633,162586036,1,173173168.222222,2.88473341068257,0,1,223878,0.0334146268656716,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.4,1.5e+07,128885873,56441711,1,108102722.166667,1.74950655885854,49155372,8.192562,14156753,1.4156753,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.1,2e+07,26348203,12987647,-1,88555263.8,1.34103636948299,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.6,32500000,113019290,34194407,1,78018604.0714286,1.95632200317133,0,1,97030468,3.88121872,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2.7,4e+06,3816594,3816594,-1,20588182.7777778,2.94122054532164,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,5.7,4e+07,62226214,25126214,-1,75929699.5,2.85160605189182,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,8.1,1.5e+07,2658490,501752,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,7.1,4.8e+07,248218486,129094024,1,2979894.5,0.948659633333333,0,1,145238250,3.63095625,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,5.3,5e+07,161941727,75941727,1,94670695.8333333,2.68674278333333,82739495.3333333,2.39040615277778,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,6,3.7e+07,96047633,33047633,1,86905160,1.37758015899126,0,1,131263370,5.83392755555556,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,7.3,2.5e+07,27614270,8114270,-1,75498782.0833333,1.66611882031331,0,1,5313608,0.2656804,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,2.2e+07,80491516,75600072,1,20820574,1.44401913333333,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011,4.8,1.6e+07,40497461,37300107,1,37956247.8333333,1.96010918921356,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,7.6,2.8e+07,71430876,52353636,1,47618252.25,1.60326250535714,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5.9,2.5e+07,22177122,17432844,-1,41311837.5555556,4.07885041024691,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,6.8,4e+06,11799060,6525762,1,50066424.4,2.16129266675036,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.6,9500000,5278632,3573673,-1,108528174.783133,2.83719491889346,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
